DATE_SEPARATION,AGE_GROUP,AGE_VALUE,EDUCATION,EDUCATION_LEVEL,TEMPS_DE_SERVICE,POSTE_OCCUPATION_CTG,POSTE_OCCUPATION,OCCUPATION_CATEGORY,SALARY_LEVEL_CTG,SALARY_LEVEL,AVERAGE_SALARY,LENGTH_OF_SERVICE,WORK_SCHEDULE,WORK_SCHEDULE_CTG,SEPARATION_CATEGORY
01-01-23,50.0-54,54,10,BETWEEN HS & BACHELORS,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"120,000 - 129,999",129999,123041.0,36.8,Full-time,F-Full-time Nonseasonal,Autre
08-01-21,60.0-64,64,13,BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"130,000 - 139,999",139999,134798.0,34.9,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-23,55.0-59,59,17,MASTERS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,104919.0,15.0,Full-time,F-Full-time Nonseasonal,Autre
09-01-22,45.0-49,49,13,BACHELORS,14,White Collar,0080-SECURITY ADMINISTRATION,Administrative,"90,000 - 99,999",99999,96214.0,14.9,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-23,50.0-54,54,13,BACHELORS,19,White Collar,0132-INTELLIGENCE,Administrative,"140,000 - 149,999",149999,145890.0,19.0,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-21,55.0-59,59,13,BACHELORS,34,White Collar,0855-ELECTRONICS ENGINEERING,Professional,"130,000 - 139,999",139999,132058.0,30.6,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-20,60.0-64,64,17,MASTERS,14,White Collar,2001-GENERAL SUPPLY,Technical,"50,000 - 59,999",59999,58195.0,13.2,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-19,60.0-64,64,7,,35,White Collar,0343-MANAGEMENT AND PROGRAM ANALYSIS,Administrative,"120,000 - 129,999",129999,128920.0,35.0,Full-time,F-Full-time Nonseasonal,Volontaire
09-01-21,60.0-64,64,7,,29,White Collar,0391-TELECOMMUNICATIONS,Administrative,"80,000 - 89,999",89999,89646.0,28.3,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-21,60.0-64,64,10,BETWEEN HS & BACHELORS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,112563.0,29.8,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-22,55.0-59,59,10,BETWEEN HS & BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,109924.0,34.0,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-20,60.0-64,64,7,,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,103605.0,33.7,Full-time,F-Full-time Nonseasonal,Volontaire
04-01-22,60.0-64,64,10,BETWEEN HS & BACHELORS,34,White Collar,2005-SUPPLY CLERICAL AND TECHNICIAN,Technical,"70,000 - 79,999",79999,73513.0,31.6,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-22,60.0-64,64,8,,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,92434.0,14.4,Full-time,F-Full-time Nonseasonal,Volontaire
11-01-22,60.0-64,64,4,,14,White Collar,0391-TELECOMMUNICATIONS,Administrative,"110,000 - 119,999",119999,114776.0,14.4,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-20,40.0-44,44,13,BACHELORS,14,White Collar,0132-INTELLIGENCE,Administrative,"130,000 - 139,999",139999,130043.0,13.0,Full-time,F-Full-time Nonseasonal,Volontaire
06-01-21,60.0-64,64,4,,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,117963.0,20.3,Full-time,F-Full-time Nonseasonal,Volontaire
06-01-22,60.0-64,64,10,BETWEEN HS & BACHELORS,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,97671.0,24.8,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-22,45.0-49,49,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,110867.0,15.4,Full-time,F-Full-time Nonseasonal,Volontaire
05-01-23,45.0-49,49,13,BACHELORS,19,White Collar,0301-MISCELLANEOUS ADMINISTRATION AND PROGRAM,Administrative,"130,000 - 139,999",139999,130131.0,17.7,Full-time,F-Full-time Nonseasonal,Autre
03-01-20,50.0-54,54,14,POST-BACHELORS,14,White Collar,0391-TELECOMMUNICATIONS,Administrative,"80,000 - 89,999",89999,84100.0,13.6,Full-time,F-Full-time Nonseasonal,Autre
12-01-22,>=65,65,14,POST-BACHELORS,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,92283.0,20.2,Full-time,F-Full-time Nonseasonal,Volontaire
06-01-22,60.0-64,64,4,,29,White Collar,2001-GENERAL SUPPLY,Technical,"60,000 - 69,999",69999,63848.0,26.5,Full-time,F-Full-time Nonseasonal,Autre
03-01-21,55.0-59,59,13,BACHELORS,24,White Collar,0855-ELECTRONICS ENGINEERING,Professional,"110,000 - 119,999",119999,114859.0,24.7,Full-time,F-Full-time Nonseasonal,Autre
11-01-21,60.0-64,64,17,MASTERS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"70,000 - 79,999",79999,77633.0,25.8,Full-time,F-Full-time Nonseasonal,Volontaire
11-01-22,50.0-54,54,17,MASTERS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"130,000 - 139,999",139999,138868.0,19.0,Full-time,F-Full-time Nonseasonal,Autre
09-01-21,>=65,65,4,,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"70,000 - 79,999",79999,74158.0,35.1,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-21,60.0-64,64,17,MASTERS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,116715.0,33.5,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-23,>=65,65,4,,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,82854.0,24.1,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-20,55.0-59,59,4,,34,White Collar,0391-TELECOMMUNICATIONS,Administrative,"100,000 - 109,999",109999,109362.0,34.6,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-22,60.0-64,64,13,BACHELORS,19,White Collar,0080-SECURITY ADMINISTRATION,Administrative,"100,000 - 109,999",109999,107803.0,18.9,Full-time,F-Full-time Nonseasonal,Autre
04-01-23,60.0-64,64,13,BACHELORS,24,White Collar,0301-MISCELLANEOUS ADMINISTRATION AND PROGRAM,Administrative,"130,000 - 139,999",139999,130683.0,23.7,Full-time,F-Full-time Nonseasonal,Volontaire
04-01-22,60.0-64,64,4,,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,103601.0,31.8,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-21,60.0-64,64,13,BACHELORS,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,87822.0,13.0,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-23,60.0-64,64,13,BACHELORS,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,116558.0,21.8,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-20,40.0-44,44,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"120,000 - 129,999",129999,122180.0,15.8,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-22,55.0-59,59,4,,1,White Collar,0132-INTELLIGENCE,Administrative,"130,000 - 139,999",139999,135308.0,0.0,Full-time,F-Full-time Nonseasonal,Volontaire
09-01-21,>=65,65,8,,34,Blue Collar,2502-TELECOMMUNICATIONS MECHANIC,Blue Collar,"50,000 - 59,999",59999,57538.0,32.6,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-21,55.0-59,59,4,,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,106790.0,14.8,Full-time,F-Full-time Nonseasonal,Autre
07-01-21,55.0-59,59,13,BACHELORS,34,White Collar,1001-GENERAL ARTS AND INFORMATION,Administrative,"110,000 - 119,999",119999,113362.0,32.0,Full-time,F-Full-time Nonseasonal,Volontaire
03-01-21,35.0-39,39,13,BACHELORS,14,White Collar,1550-COMPUTER SCIENCE,Professional,"100,000 - 109,999",109999,105003.0,14.8,Full-time,F-Full-time Nonseasonal,Autre
12-01-20,>=65,65,7,,35,White Collar,0343-MANAGEMENT AND PROGRAM ANALYSIS,Administrative,"70,000 - 79,999",79999,77396.0,53.3,Full-time,F-Full-time Nonseasonal,Volontaire
04-01-23,60.0-64,64,7,,19,White Collar,0080-SECURITY ADMINISTRATION,Administrative,"130,000 - 139,999",139999,138005.0,19.2,Full-time,F-Full-time Nonseasonal,Volontaire
09-01-23,60.0-64,64,13,BACHELORS,19,White Collar,0391-TELECOMMUNICATIONS,Administrative,"130,000 - 139,999",139999,138150.0,18.3,Full-time,F-Full-time Nonseasonal,Volontaire
06-01-22,60.0-64,64,13,BACHELORS,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,85148.0,23.2,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-22,45.0-49,49,14,POST-BACHELORS,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"120,000 - 129,999",129999,128187.0,13.6,Full-time,F-Full-time Nonseasonal,Involontaire
01-01-22,55.0-59,59,13,BACHELORS,35,White Collar,0501-FINANCIAL ADMINISTRATION AND PROGRAM,Administrative,"100,000 - 109,999",109999,104046.0,37.3,Full-time,F-Full-time Nonseasonal,Autre
02-01-22,60.0-64,64,13,BACHELORS,14,White Collar,0080-SECURITY ADMINISTRATION,Administrative,"100,000 - 109,999",109999,103810.0,13.9,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-21,40.0-44,44,4,,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,107501.0,16.3,Full-time,F-Full-time Nonseasonal,Volontaire
11-01-19,60.0-64,64,8,,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,85121.0,32.8,Full-time,F-Full-time Nonseasonal,Volontaire
02-01-22,55.0-59,59,4,,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,80685.0,13.7,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-21,45.0-49,49,4,,2,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,110572.0,2.7,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-20,60.0-64,64,17,MASTERS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,99665.0,25.4,Full-time,F-Full-time Nonseasonal,Involontaire
06-01-22,60.0-64,64,4,,19,White Collar,1101-GENERAL BUSINESS AND INDUSTRY,Administrative,"90,000 - 99,999",99999,93541.0,16.6,Full-time,F-Full-time Nonseasonal,Autre
05-01-22,60.0-64,64,12,BETWEEN HS & BACHELORS,14,White Collar,0391-TELECOMMUNICATIONS,Administrative,"110,000 - 119,999",119999,116991.0,14.8,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-22,50.0-54,54,4,,19,White Collar,1001-GENERAL ARTS AND INFORMATION,Administrative,"100,000 - 109,999",109999,107803.0,15.1,Full-time,F-Full-time Nonseasonal,Involontaire
10-01-19,50.0-54,54,17,MASTERS,14,White Collar,1515-OPERATIONS RESEARCH,Professional,"130,000 - 139,999",139999,130061.0,13.3,Full-time,F-Full-time Nonseasonal,Autre
06-01-21,60.0-64,64,12,BETWEEN HS & BACHELORS,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,85535.0,38.6,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-21,>=65,65,10,BETWEEN HS & BACHELORS,29,White Collar,0391-TELECOMMUNICATIONS,Administrative,"120,000 - 129,999",129999,120634.0,25.6,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-23,55.0-59,59,17,MASTERS,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"140,000 - 149,999",149999,145617.0,20.1,Full-time,F-Full-time Nonseasonal,Volontaire
05-01-20,50.0-54,54,13,BACHELORS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,116305.0,25.3,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-22,>=65,65,17,MASTERS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"130,000 - 139,999",139999,138868.0,27.3,Full-time,F-Full-time Nonseasonal,Involontaire
06-01-22,>=65,65,10,BETWEEN HS & BACHELORS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"140,000 - 149,999",149999,144976.0,28.8,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-19,40.0-44,44,4,,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,82764.0,14.2,Full-time,F-Full-time Nonseasonal,Autre
08-01-21,50.0-54,54,17,MASTERS,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,109557.0,14.8,Full-time,F-Full-time Nonseasonal,Autre
10-01-20,60.0-64,64,4,,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,108472.0,21.7,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-20,60.0-64,64,7,,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,92197.0,37.6,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-22,>=65,65,4,,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,101778.0,48.8,Full-time,F-Full-time Nonseasonal,Volontaire
11-01-19,>=65,65,4,,34,White Collar,1001-GENERAL ARTS AND INFORMATION,Technical,"60,000 - 69,999",69999,66868.0,33.3,Full-time,F-Full-time Nonseasonal,Involontaire
06-01-21,>=65,65,4,,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,94581.0,39.8,Full-time,F-Full-time Nonseasonal,Involontaire
02-01-23,55.0-59,59,13,BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"150,000 - 159,999",159999,154022.0,33.5,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-19,55.0-59,59,13,BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,105362.0,33.2,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-22,55.0-59,59,7,,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,92662.0,30.6,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-21,60.0-64,64,8,,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,113644.0,18.3,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-20,>=65,65,4,,29,White Collar,0201-HUMAN RESOURCES MANAGEMENT,Administrative,"100,000 - 109,999",109999,100355.0,26.8,Full-time,F-Full-time Nonseasonal,Volontaire
06-01-22,55.0-59,59,7,,19,Blue Collar,2504-WIRE COMMUNICATIONS CABLE SPLICING,Blue Collar,"60,000 - 69,999",69999,60356.0,15.1,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-21,35.0-39,39,13,BACHELORS,14,White Collar,0501-FINANCIAL ADMINISTRATION AND PROGRAM,Administrative,"80,000 - 89,999",89999,85650.0,14.4,Full-time,F-Full-time Nonseasonal,Volontaire
09-01-21,>=65,65,17,MASTERS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"120,000 - 129,999",129999,126664.0,16.6,Full-time,F-Full-time Nonseasonal,Autre
10-01-21,60.0-64,64,13,BACHELORS,19,White Collar,0346-LOGISTICS MANAGEMENT,Administrative,"80,000 - 89,999",89999,87304.0,18.3,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-21,60.0-64,64,4,,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,105256.0,29.1,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-20,>=65,65,13,BACHELORS,35,White Collar,0343-MANAGEMENT AND PROGRAM ANALYSIS,Administrative,"110,000 - 119,999",119999,118633.0,44.0,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-21,40.0-44,44,17,MASTERS,2,White Collar,0080-SECURITY ADMINISTRATION,Administrative,"90,000 - 99,999",99999,98827.0,1.9,Full-time,F-Full-time Nonseasonal,Volontaire
04-01-22,60.0-64,64,4,,19,Blue Collar,6907-MATERIALS HANDLER,Blue Collar,"40,000 - 49,999",49999,45642.0,19.0,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-22,45.0-49,49,17,MASTERS,19,White Collar,0301-MISCELLANEOUS ADMINISTRATION AND PROGRAM,Administrative,"120,000 - 129,999",129999,124340.0,19.3,Full-time,F-Full-time Nonseasonal,Autre
12-01-21,55.0-59,59,8,,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,87415.0,32.1,Full-time,F-Full-time Nonseasonal,Autre
07-01-20,>=65,65,4,,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"60,000 - 69,999",69999,62836.0,46.0,Full-time,F-Full-time Nonseasonal,Volontaire
05-01-23,60.0-64,64,4,,35,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,103552.0,42.4,Full-time,F-Full-time Nonseasonal,Volontaire
10-01-19,55.0-59,59,10,BETWEEN HS & BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,85905.0,32.8,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-20,50.0-54,54,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,92068.0,15.6,Full-time,F-Full-time Nonseasonal,Autre
05-01-20,>=65,65,13,BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,87950.0,32.0,Full-time,F-Full-time Nonseasonal,Volontaire
06-01-22,50.0-54,54,17,MASTERS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"130,000 - 139,999",139999,134865.0,18.2,Full-time,F-Full-time Nonseasonal,Autre
03-01-21,>=65,65,18,POST MASTERS,34,White Collar,1515-OPERATIONS RESEARCH,Professional,"120,000 - 129,999",129999,129448.0,34.9,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-22,55.0-59,59,13,BACHELORS,35,White Collar,0343-MANAGEMENT AND PROGRAM ANALYSIS,Administrative,"100,000 - 109,999",109999,103176.0,40.1,Full-time,F-Full-time Nonseasonal,Volontaire
12-01-22,60.0-64,64,13,BACHELORS,24,White Collar,0391-TELECOMMUNICATIONS,Administrative,"140,000 - 149,999",149999,146460.0,23.3,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-23,>=65,65,10,BETWEEN HS & BACHELORS,35,White Collar,0392-GENERAL TELECOMMUNICATIONS,Technical,"40,000 - 49,999",49999,49009.0,40.9,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-22,>=65,65,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,82926.0,15.4,Full-time,F-Full-time Nonseasonal,Volontaire
01-01-23,55.0-59,59,17,MASTERS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"110,000 - 119,999",119999,111628.0,16.9,Full-time,F-Full-time Nonseasonal,Volontaire
09-01-23,55.0-59,59,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,103473.0,19.1,Full-time,F-Full-time Nonseasonal,Involontaire
10-01-19,55.0-59,59,13,BACHELORS,34,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"120,000 - 129,999",129999,122310.0,33.3,Full-time,F-Full-time Nonseasonal,Volontaire
10-01-19,45.0-49,49,13,BACHELORS,24,White Collar,0560-BUDGET ANALYSIS,Administrative,"80,000 - 89,999",89999,82056.0,21.9,Full-time,F-Full-time Nonseasonal,Volontaire
10-01-20,60.0-64,64,4,,24,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,84251.0,23.1,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-23,60.0-64,64,17,MASTERS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"140,000 - 149,999",149999,145617.0,19.8,Full-time,F-Full-time Nonseasonal,Volontaire
05-01-22,40.0-44,44,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,97430.0,17.4,Full-time,F-Full-time Nonseasonal,Involontaire
01-01-21,50.0-54,54,9,,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"100,000 - 109,999",109999,103309.0,18.7,Full-time,F-Full-time Nonseasonal,Autre
08-01-21,55.0-59,59,4,,19,White Collar,2003-SUPPLY PROGRAM MANAGEMENT,Administrative,"70,000 - 79,999",79999,73271.0,18.8,Full-time,F-Full-time Nonseasonal,Volontaire
11-01-19,>=65,65,8,,19,White Collar,2001-GENERAL SUPPLY,Administrative,"80,000 - 89,999",89999,85916.0,16.9,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-23,45.0-49,49,11,BETWEEN HS & BACHELORS,24,White Collar,0201-HUMAN RESOURCES MANAGEMENT,Administrative,"100,000 - 109,999",109999,108345.0,21.9,Full-time,F-Full-time Nonseasonal,Autre
02-01-20,>=65,65,4,,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,88817.0,10.4,Full-time,F-Full-time Nonseasonal,Volontaire
02-01-21,50.0-54,54,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"130,000 - 139,999",139999,134782.0,16.1,Full-time,F-Full-time Nonseasonal,Autre
01-01-20,60.0-64,64,4,,14,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,97183.0,14.8,Full-time,F-Full-time Nonseasonal,Volontaire
07-01-22,55.0-59,59,13,BACHELORS,29,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,87718.0,26.2,Full-time,F-Full-time Nonseasonal,Volontaire
11-01-19,60.0-64,64,4,,24,White Collar,0391-TELECOMMUNICATIONS,Administrative,"100,000 - 109,999",109999,108422.0,20.3,Full-time,F-Full-time Nonseasonal,Volontaire
04-01-20,35.0-39,39,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,94626.0,18.2,Full-time,F-Full-time Nonseasonal,Autre
12-01-21,55.0-59,59,17,MASTERS,34,White Collar,0301-MISCELLANEOUS ADMINISTRATION AND PROGRAM,Administrative,"120,000 - 129,999",129999,121068.0,31.2,Full-time,F-Full-time Nonseasonal,Volontaire
08-01-20,40.0-44,44,4,,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"90,000 - 99,999",99999,99665.0,19.3,Full-time,F-Full-time Nonseasonal,Autre
06-01-21,50.0-54,54,13,BACHELORS,19,White Collar,2210-INFORMATION TECHNOLOGY MANAGEMENT,Administrative,"80,000 - 89,999",89999,88761.0,17.3,Full-time,F-Full-time Nonseasonal,Autre

